dataset,feature,phi_utt,train_n,train_sd,test_se,joint_se_approx,joint_ci95_lo_approx,joint_ci95_hi_approx,assumption
bvcc,ced,0.1157634226176209,50,0.0045842739129652275,0.013046259432855587,0.013828248352501734,0.0886600558467175,0.1428667893885243,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
bvcc,egemaps,0.0499943334078764,50,0.0037993189205404393,0.008975152318321173,0.009746188147016376,0.030891804639724303,0.0690968621760285,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,whisper,-0.0113154036986716,50,0.017922683443685927,0.020044709933719616,0.026888900649701755,-0.06401764897208703,0.041386841574743836,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,contentvec12,-0.0004963243074456,50,0.011120818533101276,0.010580052234554542,0.015349596415934568,-0.03058153328267735,0.029588884667786152,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,wavlm,0.0320920259983602,50,0.011952982296533882,0.008799632092371352,0.014842752802035888,0.0030002305063698623,0.061183821490350544,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,beats,0.0374934764541231,50,0.01121216216759714,0.011368518029946071,0.01596733486433179,0.006197500120032791,0.06878945278821341,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,auditory_erb,0.0180568906147349,50,0.007881824865425522,0.00576905383148722,0.00976755574951264,-0.0010875186543098728,0.037201299883779675,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,speaker,0.0323836613083738,50,0.007823000581643973,0.004610262786404616,0.009080410842032932,0.014586056057989252,0.05018126655875835,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,rmvpe_cont,0.0111100055314321,50,0.005543431823547008,0.0033175854501018877,0.00646034129137474,-0.00155226339966239,0.02377227446252659,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,rmvpe_quant,0.0027011972363721,50,0.018165819908464,0.006586618726052576,0.019323057708063016,-0.03517199587143141,0.040574390344175607,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,ced,0.0604727140287626,50,0.010959623961561917,0.013012704292778138,0.017013048827007132,0.02712713832782862,0.09381828972969658,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
singmos,egemaps,0.0578756062914452,50,0.01035573221941903,0.008041046611960895,0.013111049554327875,0.03217794916496256,0.08357326341792784,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,whisper,0.1039670745338689,50,0.0062069311430903605,0.026297797288425996,0.027020365216595624,0.05100715870934148,0.15692699035839633,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,contentvec12,0.0804864305101313,50,0.004793184389681878,0.029257936602563726,0.029647958965721876,0.02237643093731642,0.13859643008294617,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,wavlm,0.1063505814746487,50,0.007026629660530748,0.029156139511683523,0.029990898546242387,0.04756842032401362,0.16513274262528377,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,beats,0.103502732861307,50,0.007871576922091525,0.02972036161390204,0.030745107215644992,0.04324232271864281,0.16376314300397118,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,auditory_erb,0.0221572798267956,50,0.003522985289477197,0.007728671796181429,0.008493750236671845,0.005509529362918784,0.038805030290672414,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,speaker,0.0724033610184699,50,0.005018079644882287,0.023823376307647245,0.02434613690132687,0.024684932691869235,0.12012178934507058,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,rmvpe_cont,0.0023433231040376,50,0.0017836291136822128,0.0008333234362415052,0.0019686951934121608,-0.001515319475050235,0.006201965683125435,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,rmvpe_quant,0.003210621525143,50,0.007306847426046226,0.003046397501509388,0.007916473775913174,-0.012305667075646821,0.018726910125932823,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,ced,0.0963675117040662,50,0.008431588602971971,0.030096940583320513,0.031255679785371686,0.035106379324737695,0.1576286440833947,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
tmhintqi,egemaps,0.06949048836594,50,0.004914423061822692,0.02709293410691666,0.027535043718002385,0.015521802678655328,0.12345917405322468,var_train(n=50)+var_test independent approx; train/test systems overlap so not a formal joint CI
